id,arabic_word,frequency,english_translation,chinese_translation,status
1922,البناء,35061,,,new
1923,رحلة,35047,,,new
1924,الحسين,35029,,,new
1925,أضف,35029,,,new
1926,الأنواع,35014,,,new
1927,متعلقة,35010,,,new
1928,الجارية,34976,,,new
1929,اختيار,34961,,,new
1930,حصلت,34956,,,new
1931,نسائية,34951,,,new
1932,الفيديو,34929,,,new
1933,تريد,34916,,,new
1934,سم,34868,,,new
1935,جاء,34861,,,new
1936,معينة,34861,,,new
1937,الوضع,34822,,,new
1938,تقريب,34766,,,new
1939,إسكتلندا,34752,,,new
1940,الظهور,34725,,,new
1941,أباد,34718,,,new
1942,اللعبة,34714,,,new
1943,اسقاط,34711,,,new
1944,خيال,34699,,,new
1945,علاقة,34678,,,new
1946,الثلاثة,34666,,,new
1947,اليهودية,34658,,,new
1948,شعب,34650,,,new
1949,سيارة,34643,,,new
1950,الطرق,34626,,,new
1951,معلومة,34584,,,new
1952,أدنى,34578,,,new
1953,مختصر,34558,,,new
1954,رائد,34537,,,new
1955,يعيشون,34536,,,new
1956,بحيث,34509,,,new
1957,الحاسوب,34507,,,new
1958,دفع,34450,,,new
1959,لصالح,34442,,,new
1960,العمليات,34441,,,new
1961,تحرير,34393,,,new
1962,تلفزيوني,34388,,,new
1963,القومي,34359,,,new
1964,الإسكندرية,34346,,,new
1965,سيدات,34334,,,new
1966,بأسماء,34319,,,new
1967,والستون,34303,,,new
1968,المستخدمة,34291,,,new
1969,عمرو,34289,,,new
1970,برونزية,34289,,,new
1971,بعدها,34285,,,new
1972,نموذج,34276,,,new
1973,ينبغي,34218,,,new
1974,الهلال,34218,,,new
1975,واسعة,34163,,,new
1976,السينمائي,34160,,,new
1977,الحيوية,34142,,,new
1978,المسابقة,34126,,,new
1979,ام,34111,,,new
1980,سكانه,34062,,,new
1981,قضاء,34035,,,new
1982,حوادث,33993,,,new
1983,كوميدية,33976,,,new
1984,الملعب,33965,,,new
1985,حيوانات,33940,,,new
1986,حفل,33928,,,new
1987,الحفظ,33913,,,new
1988,اليونانية,33908,,,new
1989,خيالية,33893,,,new
1990,الذاتية,33861,,,new
1991,الترابية,33838,,,new
1992,التصوير,33790,,,new
1993,اختصار,33781,,,new
1994,جليد,33770,,,new
1995,أيزو,33762,,,new
1996,الإدارية,33752,,,new
1997,الواحد,33692,,,new
1998,بحر,33638,,,new
1999,رمضان,33637,,,new
2000,ليون,33637,,,new
2001,ثنائي,33609,,,new
2002,أرمينيا,33562,,,new
2003,أنهم,33548,,,new
2004,الأحيان,33547,,,new
2005,النارية,33545,,,new
2006,رجاء,33542,,,new
2007,آن,33533,,,new
2008,المنظمات,33506,,,new
2009,تأليف,33497,,,new
2010,للعلوم,33476,,,new
2011,نقص,33465,,,new
2012,الثقافي,33454,,,new
2013,الثقافية,33436,,,new
2014,سواء,33408,,,new
2015,حضيض,33372,,,new
2016,مساهمات,33365,,,new
2017,تأهل,33306,,,new
2018,الشخصيات,33296,,,new
2019,المدخل,33292,,,new
2020,يعرف,33276,,,new
2021,الصوت,33273,,,new
2022,النصر,33252,,,new
2023,الطريقة,33230,,,new
2024,البطل,33211,,,new
2025,انضم,33175,,,new
2026,الإيرانية,33172,,,new
2027,أشكال,33160,,,new
2028,يابانيون,33159,,,new
2029,خليفة,33151,,,new
2030,فرن,33101,,,new
2031,النقاش,33087,,,new
2032,للكويكب,33086,,,new
2033,قياس,33085,,,new
2034,مراكش,33074,,,new
2035,معلق,33002,,,new
2036,شهادة,32996,,,new
2037,أبرز,32993,,,new
2038,استكشاف,32967,,,new
2039,حيوان,32949,,,new
2040,وحضيض,32946,,,new
2041,بجماعة,32925,,,new
2042,بموجب,32923,,,new
2043,منشأ,32917,,,new
2044,للجماعات,32861,,,new
2045,ثانية,32859,,,new
2046,عليهم,32853,,,new
2047,كيميائي,32831,,,new
2048,جيرسي,32790,,,new
2049,الرجل,32774,,,new
2050,المشيخة,32758,,,new
2051,المكتبة,32749,,,new
2052,الاستقلال,32730,,,new
2053,الجامعات,32689,,,new
2054,برلمان,32645,,,new
2055,عملة,32642,,,new
2056,الدو,32632,,,new
2057,القيادة,32620,,,new
2058,المسرح,32616,,,new
2059,الأمراض,32596,,,new
2060,تحياتي,32590,,,new
2061,يزيد,32586,,,new
2062,اسمه,32554,,,new
2063,تسمى,32553,,,new
2064,روائيون,32548,,,new
2065,الهواء,32545,,,new
2066,الرعاية,32543,,,new
2067,وراء,32541,,,new
2068,ملوك,32535,,,new
2069,يتعلق,32521,,,new
2070,بالإنجليزية,32509,,,new
2071,الجانب,32490,,,new
2072,لاعبات,32490,,,new
2073,اللاتينية,32465,,,new
2074,لكنها,32465,,,new
2075,التونسية,32456,,,new
2076,برج,32433,,,new
2077,منافسة,32404,,,new
2078,طاقم,32400,,,new
2079,الحب,32398,,,new
2080,والأربعة,32364,,,new
2081,مهندس,32348,,,new
2082,فكرة,32331,,,new
2083,فيليب,32324,,,new
2084,الياباني,32289,,,new
2085,منزل,32285,,,new
2086,ملصق,32269,,,new
2087,لديه,32256,,,new
2088,الكوكب,32247,,,new
2089,أجهزة,32238,,,new
2090,الزراعة,32229,,,new
2091,المزيد,32205,,,new
2092,الدفع,32189,,,new
2093,الزمن,32184,,,new
2094,نوبل,32175,,,new
2095,محلية,32151,,,new
2096,الهندسة,32150,,,new
2097,الحذف,32150,,,new
2098,ولكنه,32138,,,new
2099,تضاريس,32103,,,new
2100,النفط,32102,,,new
2101,جامعات,32097,,,new
2102,لمشيخة,32096,,,new
2103,الحرة,32089,,,new
2104,تلفزية,32055,,,new
2105,الميدان,32031,,,new
2106,المدة,31974,,,new
2107,التدريب,31970,,,new
2108,العمارة,31967,,,new
2109,بهذا,31957,,,new
2110,فون,31954,,,new
2111,سالم,31944,,,new
2112,تقنية,31921,,,new
2113,الأطراف,31891,,,new
2114,فنان,31890,,,new
2115,الإنسانية,31851,,,new
2116,الذهبي,31844,,,new
2117,سيد,31827,,,new
2118,فردي,31792,,,new
2119,وقعت,31750,,,new
2120,إنديانا,31745,,,new
2121,منح,31737,,,new
2122,التهاب,31722,,,new
2123,المعروفة,31704,,,new
2124,لمصدر,31682,,,new
2125,مدارس,31678,,,new
2126,المعرفة,31673,,,new
2127,الوحيد,31667,,,new
2128,تينيسي,31633,,,new
2129,لوحة,31622,,,new
2130,مساعدة,31581,,,new
2131,حاكم,31574,,,new
2132,دوي,31558,,,new
2133,الموت,31539,,,new
2134,أوقيانوسيا,31533,,,new
2135,الدكتوراه,31529,,,new
2136,تعود,31506,,,new
2137,رسم,31421,,,new
2138,وسجل,31354,,,new
2139,دراسات,31343,,,new
2140,يزال,31306,,,new
2141,أبناء,31265,,,new
2142,تزال,31259,,,new
2143,يسمى,31251,,,new
2144,جريمة,31217,,,new
2145,جونز,31215,,,new
2146,السماء,31200,,,new
2147,استخدم,31199,,,new
2148,الحقوق,31176,,,new
2149,القرار,31175,,,new
2150,تطبيق,31171,,,new
2151,اللغات,31152,,,new
2152,موتو,31151,,,new
2153,يتميز,31140,,,new
2154,يبدو,31132,,,new
2155,حكومية,31127,,,new
2156,ويوجد,31121,,,new
2157,إنذار,31115,,,new
2158,تشكيل,31068,,,new
2159,حر,31067,,,new
2160,إيطالية,31032,,,new
2161,المدنية,31004,,,new
2162,الصنف,30956,,,new
2163,طرق,30952,,,new
2164,الحد,30944,,,new
2165,الأساسي,30940,,,new
2166,ملا,30922,,,new
2167,حلقة,30914,,,new
2168,درامية,30910,,,new
2169,وغير,30905,,,new
2170,اللبنانية,30903,,,new
2171,شريكة,30898,,,new
2172,لمحافظة,30878,,,new
2173,الشامل,30866,,,new
2174,الع,30854,,,new
2175,الطائفة,30848,,,new
2176,مجرة,30847,,,new
2177,وخاصة,30835,,,new
2178,أساسي,30803,,,new
2179,خلالها,30788,,,new
2180,الشعبي,30786,,,new
2181,حالي,30782,,,new
2182,تتألف,30779,,,new
2183,والعشرون,30778,,,new
2184,أس,30767,,,new
2185,نجم,30729,,,new
2186,محطات,30726,,,new
2187,عتبر,30715,,,new
2188,المثليين,30693,,,new
2189,فهد,30672,,,new
2190,جامع,30590,,,new
2191,فلك,30587,,,new
2192,علاج,30575,,,new
2193,السوق,30527,,,new
2194,المراجعة,30527,,,new
2195,الرأس,30518,,,new
2196,الشتوية,30495,,,new
2197,انضمام,30480,,,new
2198,السيطرة,30459,,,new
2199,أسفل,30385,,,new
2200,مر,30379,,,new
2201,كنتاكي,30363,,,new
2202,است,30345,,,new
2203,تصل,30343,,,new
2204,وهناك,30318,,,new
2205,سرطان,30302,,,new
2206,فرانسيسكو,30259,,,new
2207,السريع,30243,,,new
2208,تقدير,30242,,,new
2209,لاحقا,30240,,,new
2210,معيلون,30217,,,new
2211,وهم,30208,,,new
2212,براون,30165,,,new
2213,إعلان,30148,,,new
2214,مجمع,30145,,,new
2215,ريو,30127,,,new
2216,ٱل,30118,,,new
2217,الخطوط,30100,,,new
2218,ضابط,30091,,,new
2219,حمض,30062,,,new
2220,تتضمن,30001,,,new
2221,المرض,29997,,,new
2222,بمديرية,29967,,,new
2223,مدافعو,29950,,,new
2224,الآخرين,29927,,,new
2225,معايير,29919,,,new
2226,النهائية,29891,,,new
2227,أقدم,29843,,,new
2228,طويل,29838,,,new
2229,خوان,29831,,,new
2230,الزواج,29823,,,new
2231,الفيزياء,29812,,,new
2232,للفنون,29812,,,new
2233,خطأ,29780,,,new
2234,تعرف,29760,,,new
2235,النوى,29725,,,new
2236,حظر,29718,,,new
2237,عديدة,29707,,,new
2238,صحيح,29705,,,new
2239,لألعاب,29685,,,new
2240,العثماني,29682,,,new
2241,الهندي,29681,,,new
2242,المهنية,29678,,,new
2243,دينية,29677,,,new
2244,حضرموت,29642,,,new
2245,طبيب,29630,,,new
2246,النووي,29598,,,new
2247,سكني,29592,,,new
2248,الطيور,29564,,,new
2249,سلمان,29541,,,new
2250,شغل,29529,,,new
2251,كتابه,29527,,,new
2252,جائحة,29513,,,new
2253,السلسلة,29507,,,new
2254,مختبر,29489,,,new
2255,كارلوس,29469,,,new
2256,بالكامل,29454,,,new
2257,الدليل,29444,,,new
2258,تحدث,29402,,,new
2259,اللعب,29402,,,new
2260,أعماله,29384,,,new
2261,فصل,29382,,,new
2262,سانتا,29355,,,new
2263,أونتاريو,29346,,,new
2264,تحليل,29340,,,new
2265,انخفاض,29327,,,new
2266,طالع,29305,,,new
2267,ريد,29303,,,new
2268,توأمة,29294,,,new
2269,تنفيذ,29283,,,new
2270,ساحل,29221,,,new
2271,الحدث,29200,,,new
2272,بطل,29185,,,new
2273,البرية,29184,,,new
2274,خلفه,29141,,,new
2275,الوجه,29139,,,new
2276,مستقل,29135,,,new
2277,محرك,29135,,,new
2278,الإشارة,29131,,,new
2279,السيارات,29122,,,new
2280,مالي,29119,,,new
2281,بولاية,29100,,,new
2282,وبين,29086,,,new
2283,أبيض,29075,,,new
2284,الضغط,29050,,,new
2285,الطبيعة,29048,,,new
2286,فهرس,29042,,,new
2287,الأفراد,29037,,,new
2288,قديمة,28987,,,new
2289,وحيد,28970,,,new
2290,المدرب,28962,,,new
2291,الشبكة,28952,,,new
2292,خروج,28951,,,new
2293,معاهدة,28949,,,new
2294,آنذاك,28895,,,new
2295,الصناعية,28883,,,new
2296,مشتركة,28882,,,new
2297,حروب,28882,,,new
2298,عضوية,28880,,,new
2299,معارك,28874,,,new
2300,المعركة,28872,,,new
2301,سامي,28870,,,new
2302,آخرين,28864,,,new
2303,الصفحات,28860,,,new
2304,فارسية,28838,,,new
2305,الكونغو,28796,,,new
2306,وقع,28773,,,new
2307,رومان,28771,,,new
2308,ایران,28768,,,new
2309,مرجعية,28761,,,new
2310,المتحف,28760,,,new
2311,المقدس,28732,,,new
2312,كمال,28717,,,new
2313,سلالة,28696,,,new
2314,القرى,28677,,,new
2315,يسمح,28667,,,new
2316,قضية,28657,,,new
2317,أمراض,28651,,,new
2318,رسام,28621,,,new
2319,الساحل,28601,,,new
2320,حديقة,28600,,,new
2321,حرارة,28599,,,new
2322,القديس,28581,,,new
2323,لنكولن,28574,,,new
2324,جماعة,28564,,,new
2325,نيوجيرسي,28555,,,new
2326,إسلامية,28546,,,new
2327,الحادي,28535,,,new
2328,أحزاب,28525,,,new
2329,حزبيا,28522,,,new
2330,الشعبة,28521,,,new
2331,البشر,28516,,,new
2332,واضع,28512,,,new
2333,الهاتف,28506,,,new
2334,كولورادو,28503,,,new
2335,الاستخدام,28480,,,new
2336,مياه,28468,,,new
2337,أرجنتينيون,28468,,,new
2338,الحيوان,28455,,,new
2339,سفينة,28448,,,new
2340,يحمل,28429,,,new
2341,الهوائية,28429,,,new
2342,شجرة,28426,,,new
2343,عمرها,28408,,,new
2344,التصميم,28404,,,new
2345,ليلة,28392,,,new
2346,قاعة,28390,,,new
2347,اعتبار,28358,,,new
2348,لحج,28345,,,new
2349,أصول,28325,,,new
2350,أطلق,28306,,,new
2351,إظهار,28299,,,new
2352,أسبوع,28288,,,new
2353,النازية,28285,,,new
2354,النجوم,28282,,,new
2355,الدراسة,28273,,,new
2356,السباحة,28272,,,new
2357,الصحراء,28264,,,new
2358,الأخضر,28255,,,new
2359,أوف,28254,,,new
2360,موجودة,28242,,,new
2361,ويعرف,28221,,,new
2362,السلطات,28210,,,new
2363,إشارة,28189,,,new
2364,الاشتراكية,28178,,,new
2365,المال,28144,,,new
2366,الضوء,28124,,,new
2367,بجامعة,28110,,,new
2368,فيزياء,28103,,,new
2369,الاكتشاف,28103,,,new
2370,الدقيقة,28103,,,new
2371,ضغط,28079,,,new
2372,رسائل,28074,,,new
2373,شاركت,28041,,,new
2374,الطفل,28028,,,new
2375,ويندوز,27986,,,new
2376,ماء,27965,,,new
2377,اختبار,27964,,,new
2378,الأغنية,27960,,,new
2379,المؤلفين,27939,,,new
2380,إزالة,27897,,,new
2381,تعرض,27888,,,new
2382,ألبانيا,27866,,,new
2383,ولكنها,27863,,,new
2384,بلاي,27833,,,new
2385,ألكسندر,27814,,,new
2386,تركي,27798,,,new
2387,الفقر,27781,,,new
2388,بطريقة,27764,,,new
2389,فضل,27750,,,new
2390,معسكر,27744,,,new
2391,التقنية,27742,,,new
2392,المؤسسة,27733,,,new
2393,تجارية,27715,,,new
2394,للعلاقات,27715,,,new
2395,فعل,27697,,,new
2396,أريزونا,27673,,,new
2397,انتهت,27667,,,new
2398,ألاباما,27661,,,new
2399,الأبعاد,27630,,,new
2400,جونسون,27621,,,new
2401,للأطفال,27619,,,new
2402,الصراع,27617,,,new
2403,اللاعبين,27612,,,new
2404,إسطنبول,27603,,,new
2405,الرغبي,27596,,,new
2406,توم,27594,,,new
2407,كازاخستان,27565,,,new
2408,ميناء,27538,,,new
2409,مستقلة,27520,,,new
2410,للدولار,27513,,,new
2411,اب,27502,,,new
2412,ماهية,27495,,,new
2413,ميلادي,27492,,,new
2414,انتشار,27477,,,new
2415,الاسمي,27477,,,new
2416,المواقع,27459,,,new
2417,جار,27443,,,new
2418,بوسطن,27443,,,new
2419,بالأسعار,27440,,,new
2420,مؤسس,27437,,,new
2421,المائية,27406,,,new
2422,حساب,27406,,,new
2423,برمجيات,27394,,,new
2424,اكتملت,27376,,,new
2425,المنورة,27375,,,new
2426,الشمسية,27326,,,new
2427,للدراسات,27326,,,new
2428,هجمات,27323,,,new
2429,الفرقة,27320,,,new
2430,بليون,27307,,,new
2431,المقدسة,27298,,,new
2432,دائم,27292,,,new
2433,المكتب,27286,,,new
2434,الطعام,27271,,,new
2435,معين,27251,,,new
2436,النمو,27250,,,new
2437,اكتشاف,27216,,,new
2438,ألقاب,27205,,,new
2439,الخلفية,27190,,,new
2440,ألبوم,27183,,,new
2441,صحفيون,27180,,,new
2442,عر,27145,,,new
2443,للمدينة,27131,,,new
2444,فاس,27126,,,new
2445,المناخ,27125,,,new
2446,الاشتراكي,27101,,,new
2447,محور,27098,,,new
2448,تربية,27085,,,new
2449,ملاعب,27078,,,new
2450,بالفعل,27058,,,new
2451,الهولندية,27052,,,new
2452,تقريبا,27045,,,new
2453,تشكل,27005,,,new
2454,العنف,26948,,,new
2455,تعيين,26919,,,new
2456,يابانية,26919,,,new
2457,تمثل,26913,,,new
2458,خليل,26900,,,new
2459,آسفي,26900,,,new
2460,تفاصيل,26862,,,new
2461,سوكورو,26859,,,new
2462,مطبخ,26856,,,new
2463,جيدة,26847,,,new
2464,الكتابة,26846,,,new
2465,زمنية,26841,,,new
2466,قلب,26840,,,new
2467,عناصر,26836,,,new
2468,شباب,26836,,,new
2469,للتصنيف,26810,,,new
2470,الجنائية,26793,,,new
2471,لواء,26791,,,new
2472,سلوفينيا,26791,,,new
2473,مركزية,26790,,,new
2474,السير,26756,,,new
2475,غيرك,26750,,,new
2476,مادة,26724,,,new
2477,المدني,26717,,,new
2478,عالمي,26710,,,new
2479,متنوعة,26707,,,new
2480,لاإطار,26667,,,new
2481,الأوسكار,26653,,,new
2482,محامون,26649,,,new
2483,سكنية,26636,,,new
2484,الترجمة,26631,,,new
2485,بنية,26627,,,new
2486,الكرة,26617,,,new
2487,تتكون,26610,,,new
2488,إضافية,26603,,,new
2489,تعتمد,26600,,,new
2490,الحاجة,26562,,,new
2491,منافسون,26553,,,new
2492,الاتصالات,26545,,,new
2493,سورية,26537,,,new
2494,بهدف,26534,,,new
2495,رصد,26533,,,new
2496,منتخبات,26532,,,new
2497,النووية,26510,,,new
2498,الصف,26508,,,new
2499,التشريعية,26507,,,new
2500,ووق,26454,,,new
2501,لشركة,26452,,,new
2502,إعلام,26447,,,new
2503,أحمر,26446,,,new
2504,الشؤون,26445,,,new
2505,الأفريقية,26441,,,new
2506,المهمة,26424,,,new
2507,مهاجمو,26413,,,new
2508,الشيعة,26411,,,new
2509,سلوفاكيا,26391,,,new
2510,الحق,26347,,,new
2511,الأسماء,26343,,,new
2512,الروماني,26335,,,new
2513,منصور,26333,,,new
2514,بسرعة,26332,,,new
2515,ذاتية,26332,,,new
2516,البنية,26326,,,new
2517,الأردنية,26317,,,new
2518,الإمبراطور,26316,,,new
2519,الإلكترونية,26297,,,new
2520,طبيعية,26295,,,new
2521,بينهم,26277,,,new
2522,التنفيذي,26274,,,new
2523,جسر,26268,,,new
2524,تنسيق,26249,,,new
2525,الإعلان,26242,,,new
2526,عرق,26236,,,new
2527,خاصية,26195,,,new
2528,هولنديون,26180,,,new
2529,مشاهدة,26178,,,new
2530,ستيشن,26174,,,new
2531,الألفية,26172,,,new
2532,ساو,26167,,,new
2533,يقصد,26163,,,new
2534,تولى,26148,,,new
2535,مرکز,26146,,,new
2536,شاه,26144,,,new
2537,فاطمة,26135,,,new
2538,الفرع,26121,,,new
2539,قرارات,26121,,,new
2540,الكونغرس,26118,,,new
2541,آخرون,26106,,,new
2542,ترتبط,26095,,,new
2543,تشغيل,26080,,,new
2544,قمة,26072,,,new
2545,الطائرات,26060,,,new
2546,الإفريقي,26053,,,new
2547,النهضة,26043,,,new
2548,يتبع,26030,,,new
2549,سفراء,26030,,,new
2550,جاي,26021,,,new
2551,الاجتماع,26014,,,new
2552,جيد,26014,,,new
2553,رغبي,26006,,,new
2554,التركي,25977,,,new
2555,آمار,25952,,,new
2556,الدستور,25951,,,new
2557,السوفيتية,25917,,,new
2558,فرانك,25916,,,new
2559,السياحة,25912,,,new
2560,نتایج,25884,,,new
2561,مقبرة,25877,,,new
2562,قتالية,25876,,,new
2563,سيدني,25864,,,new
2564,الن,25860,,,new
2565,ستيفن,25856,,,new
2566,قواعد,25842,,,new
2567,دوق,25833,,,new
2568,ملحنون,25823,,,new
2569,حدوث,25822,,,new
2570,الصناعة,25821,,,new
2571,ناتج,25814,,,new
2572,قطع,25792,,,new
2573,ليفربول,25792,,,new
2574,القصر,25759,,,new
2575,سكوت,25748,,,new
2576,مشاركة,25742,,,new
2577,لفترة,25732,,,new
2578,تعني,25709,,,new
2579,الجبهة,25706,,,new
2580,روك,25699,,,new
2581,يتكون,25692,,,new
2582,سعودي,25686,,,new
2583,بطولات,25677,,,new
2584,المسيح,25673,,,new
2585,يضم,25660,,,new
2586,برازيلي,25625,,,new
2587,مين,25623,,,new
2588,يمثل,25617,,,new
2589,رئاسة,25612,,,new
2590,المبكرة,25594,,,new
2591,الحفاظ,25594,,,new
2592,المنافسة,25588,,,new
2593,طارق,25588,,,new
2594,ربع,25575,,,new
2595,البيت,25567,,,new
2596,مغن,25566,,,new
2597,أزياء,25565,,,new
2598,ثابت,25557,,,new
2599,جعفر,25556,,,new
2600,تقانة,25549,,,new
2601,الدعم,25545,,,new
2602,باي,25542,,,new
2603,الزمني,25539,,,new
2604,أدت,25514,,,new
2605,قراءة,25497,,,new
2606,إمارة,25436,,,new
2607,سليم,25436,,,new
2608,عقود,25435,,,new
2609,تلفزيون,25435,,,new
2610,غانا,25433,,,new
2611,الطبعة,25430,,,new
2612,حمد,25394,,,new
2613,كوميديا,25387,,,new
2614,الأرقام,25373,,,new
2615,بنفس,25361,,,new
2616,الداخلي,25352,,,new
2617,نجوم,25348,,,new
2618,للحصول,25347,,,new
2619,إشكاليات,25342,,,new
2620,مراكز,25340,,,new
2621,الأعوام,25339,,,new
2622,محل,25338,,,new
2623,الفنان,25332,,,new
2624,تصحيح,25331,,,new
2625,إثارة,25330,,,new
2626,فارغ,25329,,,new
2627,المشتركة,25325,,,new
2628,جذب,25317,,,new
2629,يعتمد,25312,,,new
2630,الصيني,25301,,,new
2631,العثور,25282,,,new
2632,خير,25280,,,new
2633,حجر,25276,,,new
2634,إثيوبيا,25275,,,new
2635,مقدمة,25269,,,new
2636,أعمدة,25261,,,new
2637,سرعة,25234,,,new
2638,محمية,25231,,,new
2639,عامل,25230,,,new
2640,نشرت,25229,,,new
2641,البذور,25207,,,new
2642,لأي,25204,,,new
2643,التربية,25202,,,new
2644,ابنة,25185,,,new
2645,نسخ,25176,,,new
2646,لديهم,25166,,,new
2647,متلازمة,25163,,,new
2648,لوكسمبورغ,25149,,,new
2649,الغلاف,25145,,,new
2650,قوانين,25145,,,new
2651,شرطة,25144,,,new
2652,آيوا,25124,,,new
2653,وعندما,25119,,,new
2654,قدرها,25090,,,new
2655,وأصبح,25086,,,new
2656,اجتماعية,25079,,,new
2657,البرلمانية,25065,,,new
2658,المدير,25057,,,new
2659,تغير,25036,,,new
2660,ذكره,25020,,,new
2661,قيد,25014,,,new
2662,المركبات,25008,,,new
2663,كنت,25001,,,new
2664,المستقبل,24985,,,new
2665,الحرية,24945,,,new
2666,بهذه,24939,,,new
2667,للعمل,24937,,,new
2668,بنو,24936,,,new
2669,للاتحاد,24920,,,new
2670,إناث,24916,,,new
2671,لاعبة,24905,,,new
2672,كندية,24891,,,new
2673,طبيعي,24869,,,new
2674,أوكلاهوما,24857,,,new
2675,الدماغ,24855,,,new
2676,السرطان,24852,,,new
2677,جماهيري,24852,,,new
2678,باولو,24831,,,new
2679,المبنى,24828,,,new
2680,صدرت,24824,,,new
2681,المقاومة,24821,,,new
2682,نمو,24819,,,new
2683,معرفة,24802,,,new
2684,جنسية,24802,,,new
2685,هاري,24799,,,new
2686,التونسي,24786,,,new
2687,المرضى,24778,,,new
2688,صنع,24736,,,new
2689,رسامون,24732,,,new
2690,محاذاة,24728,,,new
2691,لأنها,24720,,,new
2692,التحكم,24711,,,new
2693,الاستثمار,24710,,,new
2694,ملاكم,24697,,,new
2695,تسبب,24679,,,new
2696,بمفرده,24666,,,new
2697,العملات,24649,,,new
2698,الشريف,24645,,,new
2699,ضربة,24635,,,new
2700,تمام,24630,,,new
2701,للطي,24620,,,new
2702,مترو,24617,,,new
2703,تفسير,24616,,,new
2704,اس,24606,,,new
2705,البلدية,24577,,,new
2706,التمثيل,24562,,,new
2707,كثيرة,24562,,,new
2708,سفر,24548,,,new
2709,انتخابية,24546,,,new
2710,كانساس,24525,,,new
2711,الملكة,24514,,,new
2712,ملعبه,24512,,,new
2713,القناة,24486,,,new
2714,خليج,24457,,,new
2715,كينيا,24455,,,new
2716,مشاريع,24454,,,new
2717,السيرة,24454,,,new
2718,دفاع,24452,,,new
2719,ومغنيات,24445,,,new
2720,إليزابيث,24440,,,new
2721,أولا,24421,,,new
2722,بينها,24416,,,new
2723,القومية,24414,,,new
2724,اختياري,24409,,,new
2725,السرعة,24407,,,new
2726,بدر,24405,,,new
2727,الذاتي,24399,,,new
2728,عرقية,24392,,,new
2729,رؤية,24388,,,new
2730,مات,24387,,,new
2731,ومذنبات,24386,,,new
2732,مغنيات,24371,,,new
2733,استقرت,24364,,,new
2734,صوتي,24349,,,new
2735,فرعية,24342,,,new
2736,ويتم,24338,,,new
2737,الل,24327,,,new
2738,مسماة,24300,,,new
2739,تشريح,24297,,,new
2740,تر,24297,,,new
2741,عمله,24296,,,new
2742,درجات,24294,,,new
2743,اختص,24291,,,new
2744,كاثوليك,24286,,,new
2745,حب,24279,,,new
2746,وروابط,24279,,,new
2747,شخصي,24237,,,new
2748,صحة,24232,,,new
2749,طراز,24192,,,new
2750,أقصى,24170,,,new
2751,قاسم,24167,,,new
2752,زراعة,24163,,,new
2753,أشار,24159,,,new
2754,فهم,24143,,,new
2755,بسيطة,24130,,,new
2756,حقق,24125,,,new
2757,لذا,24115,,,new
2758,إصابة,24108,,,new
2759,بالإنكليزية,24108,,,new
2760,للنشر,24106,,,new
2761,المؤلف,24106,,,new
2762,ترقيم,24085,,,new
2763,بيئة,24082,,,new
2764,الحملة,24076,,,new
2765,المساعدة,24054,,,new
2766,مشكلة,24052,,,new
2767,العظيم,24052,,,new
2768,مباشر,24047,,,new
2769,آلاف,24045,,,new
2770,الشيوعي,24011,,,new
2771,مان,23988,,,new
2772,دا,23969,,,new
2773,المخرج,23968,,,new
2774,فيلادلفيا,23966,,,new
2775,معالجة,23960,,,new
2776,العملة,23957,,,new
2777,مركبات,23955,,,new
2778,يعتقد,23915,,,new
2779,السفن,23902,,,new
2780,مي,23895,,,new
2781,اغسطس,23878,,,new
2782,بفضل,23877,,,new
2783,اسمها,23872,,,new
2784,دراجون,23872,,,new
2785,محددة,23862,,,new
2786,وترتفع,23847,,,new
2787,بعضها,23842,,,new
2788,الاتصال,23832,,,new
2789,موريتانيا,23828,,,new
2790,المحتوى,23820,,,new
2791,طروادة,23792,,,new
2792,يعقوب,23787,,,new
2793,درس,23778,,,new
2794,انتهاء,23766,,,new
2795,ثدييات,23757,,,new
2796,ملحن,23756,,,new
2797,الإطلاق,23729,,,new
2798,التقويم,23718,,,new
2799,قرب,23715,,,new
2800,كاملة,23714,,,new
2801,النهر,23691,,,new
2802,غاية,23675,,,new
2803,الأسنان,23667,,,new
2804,الاتحادية,23659,,,new
2805,ذيل,23639,,,new
2806,الأمين,23628,,,new
2807,استمر,23619,,,new
2808,عودة,23612,,,new
2809,تبدأ,23596,,,new
2810,المؤسسات,23574,,,new
2811,أنطونيو,23546,,,new
2812,وال,23544,,,new
2813,سباقات,23539,,,new
2814,بيان,23536,,,new
2815,القانونية,23532,,,new
2816,الواقعة,23519,,,new
2817,الحضور,23504,,,new
2818,القبيلة,23484,,,new
2819,الأندلس,23482,,,new
2820,الأصوات,23451,,,new
2821,نساء,23434,,,new
2822,العودة,23432,,,new
2823,آدم,23425,,,new
2824,الأقصى,23419,,,new
2825,إستونيا,23397,,,new
2826,القبائل,23383,,,new
2827,أتلتيكو,23383,,,new
2828,الصباح,23375,,,new
2829,البشري,23364,,,new
2830,اسكتلندا,23363,,,new
2831,جنب,23362,,,new
2832,الحضرية,23358,,,new
2833,وبعض,23357,,,new
2834,السكك,23348,,,new
2835,الممكن,23337,,,new
2836,ليتوانيا,23328,,,new
2837,الحال,23322,,,new
2838,الكندية,23319,,,new
2839,مخطط,23311,,,new
2840,الموارد,23306,,,new
2841,الإكوادور,23300,,,new
2842,كونيتيكت,23290,,,new
